user,tweet,sentimen
adefifisana,"@alliaputri kalo ini gimana mbak?byk bgt pasal karet kok di rkuhp. blm ruu kpk, mahasiswa bkn menekan ttg yg itu itu aja. yg jelas kita mau duduk bersama anggota dewan melakukan dialog melakukan pembahasan ttg ruu dan 6 tuntutan lainnya. agar kita tau mana yg keliru. https://t.co/yJChcZWV9V",positif
adeexcell3,"@alliaputri Iyaa makanya menurut saya sila ke-1 tidak bisa dijadikan patokan supaya tidak seks bebas, malahan kita dituntut saling mengharga kepercayaan setiap individu, which is privasi. Semoga RKUHP bisa dikaji lebih dalam lagi :D",positif
abratasastupefy,"@agisubagio @dusrimulya atau anda yang dungu?presiden minta PEMBAHASAN dipercepat,pembahasannya bukan pengesahan,pemerintah ngusulin RKUHP karena KUHP yang lama peninggalan belanda,cuman penyusunan pasal pasalnya kan sama dpr juga,gimana sih logikanya",positif
abrahamfandiaz,@Aggasie1 @s_fadjriyani @BBCIndonesia Apa mahasiswa tlah mengkaji isi keseluruhan RKUHP tsb?yg ada hx katanya sj ....,positif
ABmusthofa89,"@aewin86 Iya sih kang ,tadi juga saya simak bbrapa pernyataan dari prof mahfud juga menteri menkumham. Pasal-pasal KUHP peninggalan belanda masih bersifat universal.

Secara ketata negaraan ,klo sampe RKUHP ini ditunda otomatis harus dimulai dari awal lg.",positif
Abelchenko,@adindarzq kalo hoax trs bsk kejadian gimana? mending dikasih tau dulu biar gak asal turun ke DRPD Cirebon. ngapain ke kesana kalo org DRPD Cirebon aja udah setuju tolak RKUHP,positif
abedboi,"@adilaayunda Ini setuju mahh, jadi sebenarnya penundaan terhadap RKUHP itu udah benar, ga bisa kita tolak mentah"", yg harus diselesaikan itu adalah isinya yg sesui sama landasan negara dan kepentingan masyarakat.",positif
abduhmfatih,"@abd_azzam_ @abiyasawld @ferrykoto @Fahrihamzah @budimandjatmiko @acehasan76 RKUHP ada pasal pelarangan persetubuhan yg bukan suami istri dan ada pasal aborsi (ini pembunuhan, gak tau di Islam, tp kalau Katholik sangat menentang ini, kecuali dgn persetujuan gereja)

Dua itu aja sih yg saya bahas di sini (pasal2 yg harusnya didukung paham kanan)",positif
AbdonNababan,"@Aanisad_ Diliat dr judul sih karena emang temanya tentang RKUHP, waktu kan terbatas jd gaada agenda buat bahas RUU KPK, mungkin pas iklan dikasi arahan buat jangan bahas dulu, bisa jadi buat RUU KPK bakal ada bahasan sendiri",positif
abcdekhy,"@1GARIS_NKRI @Dennysiregar7 Setauku mahasiswa gak ngebahas UUD deh tapi RKUHP sama UU KPK... tolong pelajari dulu, supaya tidak mendungkung yang anda dukung. Tapi dukung yang benar dan luruskan yang salah.",positif
AbbasNasiruddin,"@18autobase Bahas RKUHP nder, pokoknya jadikan temen diskusi juga gituloh. Sama kadang becandaan aja siii 😋",positif
abang_cc,"@_tomasowa @fiasiregar @irfan5ays @samuelmsll @hrjdimp @Puthutea Mas saya udah baca RKUHP tapi ini kita tuh lagi ga ngomongin soal isinya itu lohhh 😭😭😭😭😭😭😭 yang kita omongin tuh soal bahwa yang berhak BAHAS dan NGASIH INPUT soal RUU bukan cuma anak hukum 😭😭😭😭😭 ga nyambung dah, makanya belajar lagiiiii, malu sama mahasiswa",positif
aazizpratama,"@_imamprabu @detikcom Mahasiswa bergerak menolak rkuhp.. bukan menolak jokowi.
Penunggang2 gelapnya ada dimana2, ya mereka mereka yg belum bisa move on",positif
a_nincompoop,*eh kajian kemaren gimana? // eh td ada feedback ga dr dpr? Point mana menurut lo paling urgent ditolak? Udah baca rkuhp ga? Menolak total atau menolak bbrp pasal atau bbrp substansi? Menolak atau perlu ditinjau kembali?,positif
a_cinderakasih,"(WvS) atau Kitab Undang-undang Hukum Pidana Belanda yang dibuat dengan kultur budaya mereka, yang menjadi permasalahannya sekarang ternyata RKUHP yang dirancang oleh bapak-bapak dewan terhormat tidak jauh lebih baik dari KUHP wong londo, sudah saatnya DPR diberi pelajaran ekstra",positif
A_BLogWeb,"(SERUAN BERSAMA)
Sikap ini bukan tidak berdasar. Ini adalah beberapa alasan kita harus bersikap terhadap RUU KPK dan RKUHP yang dibahas DPR RI

Jangan sampai kita menyesal karena tidak bersikap dan menyesal saat… https://t.co/SndcVxMHR6",positif
666eo_,"#TolakRKUHP
#TolakRevisiUUKPK
#HabaSenator
Senator DPD RI yang juga pimpinan Komite I DPD RI, H. Fachrul Razi MIP menyatakan penolakannya terhadap RKUHP dan UU KPK yang dianggap menjadi ancaman bagi demokrasi dan masa depan pemberantasan korupsi di Indonesia. @FachrulRaziMIP",positif
12waytohell,"#RKUHP ditunda pengesehannya. Namun, masih ada RUU yang bermasalah dan mesti kita pantau prosesnya. Beberapa RUU tersebut ada di sini.

https://t.co/A445Ye1Uvr #RKUHPNgawur #SemuaBisaKena #TolakRKUHP #tundademisemua",positif
01percenthuman,"#PatriaToday ► Anggota Komisi Hukum #MajelisUlamaIndonesia atau #MUI, Ikhsan Abdullah mendukung adanya perluasan pasal perzinahan yg diatur dalam Rancangan Kitab Undang2 Hukum Pidana atau RKUHP.

Ikhsan menjelaskan rezim perzinahan dalam KUHP warisan kolonial Belanda disebutkan",positif
_itsErin07,"#BALITIDAKDIAM Kosongkan Kelas!, Kita Belajar Direnon,Kosongkan Tempat Tongkrongan,Kita Nongkrong Di Renon Bergejolaknya beberapa kota di Indonesia akibat permasalahan yang terus terjadi diantaranya adalah Penolakkan atas Revisi UU KPK,RKUHP yang dinilai bermasalah #TolakRUUKUHP https://t.co/FOVccInbzW",positif
_estehsadis,"""RKUHP yang sekarang itu kan juga turunan dari dulu, kenapa baru sekarang protesnya""

Ini pokok permasalahannya bukan knp baru sekarang, tapi memang sekarang kalo ga protes kedepannya mau lebih kaya gimana",positif
_duys,"""RKUHP tidak bermasalah.""

""Oke saya hargai pendapat bapak-bapak sekalian, terima kasih.""

Moal ge demo.",positif
_DitAditt,"""RKUHP ini ga sekejam bayangan kalian kok, jangan dilebih-lebihin. Ga segampang itu pidanain seseorang."" Kata anggota DPR. ",positif
_denbagas11,"""Presiden enggak keberatan pasal penghinaan itu dihilangkan atau apa, karena menurut beliau (Presiden Jokowi) dia sudah lama juga di-wok-wok (mendapat pernyataan negatif), intinya pasal-pasal itu akan kita perdalam lagi,"" https://t.co/0nN77asD7Q",positif
_daraferrari,"""Pojok Opini""
#PO
Ngelihat pada ribut di sosmed tentang aksi tolak RKUHP yg diwarnai kerusuhan jadi bertanya-tanya ke mahasiswa, Inti ikut aksi itu kesampean ga ? atau malah kena adu domba sama aparat ?",positif
_chrns,"""Pemberlakuan Hukum yang Hidup (Living Law) dalam RKUHP sebagai Penyempurna WvS (KUHP Belanda)""

Ditulis oleh Mahendra Rigo atas masukan dari Prof. Barda Nawawi Arief, S.H. dan Prof. Dr. Nyoman Serikat Putera Jaya, S.H., M.H. 

#TolakRUUKUHP #TolakRKUHP #HidupMahasiswa https://t.co/DRKhio8ztZ",positif
_Becaknya_Wiwis,"""Mahasiswa yang demo itu tau nggak apa yang didemokan? Udah baca draft keseluruhan belum?""

Gini. Harusnya ada kesadaran dari mereka yang belum tau tentang RKUHP. Sebelum/sesudah demo, harusnya mereka paham. Apa yang sedang mereka perjuangkan dan suarakan?",positif
_baeuphoria,"""Kita mengapresiasi tentunya, dalam proses perbaikan dari RKUHP ini. Banyak sekali yang tentunya sudah on track, tapi kalau misalnya masih ada yg salah, tentunya kita harus mengatakan bahwa itu salah"" - Royyan A. Dzaki, Ketua BEM ITB

#HidupMahasiswa 
#TolakRUUKUHP",positif
_ArsTen,"""Kita bicara demonstrasi katanya ditunggangi, bicara RKUHP katanya LGBT. Menurut saya kita kok nggak maju, katanya kita ini sedang ujian reformasi, jangan sampai kita gagal ujian tersebut,"" Kata @haris_azhar #MataNajwaUjianReformasi",positif
_Arokk,"""kamu tu masih sma, ngapain sok sok an peduli demo dpr""
hei, ya bagus dong anak muda sekarang udah pada  sadar hukum. tau mana yang perlu didukung mana yang perlu dikoreksi. 
kalo sampe RKUHP gajelas itu disahkan, masa iya lapas penuh cuma gara2 ayam 😭",positif
_anakmanoesia,"""jelas2 RKUHP yg sekarang itu sudah sangat bagus dan sejalan dengan nilai2 demokrasi, jauh lebih modern dari KUHP yg dibuat Belanda""

""RKUHP kan karya anak bangsa, masa mau kalian tolak? lalu malah mendukung KUHP lama yg dibuat di zaman kolonialisme?""

bodoh bgt ni wakil dpr. https://t.co/4c77EG2GoL",positif
_amod_,"""Jangan memisahkan agama dari negara. Agama cukup mengedukasi pemeluknya agar ranah-ranah privat tidak muncul di pasal RKUHP""

I stan you Pak Imam!!!!!",positif
_amdsdri,"""Jadi lebih baik teman teman mahasiswa mendukung rancangan RKUHP, karena ini lebih sesuai dengan demokrasi, lebih sesuai dengan perjuangan mahasiswa""-Fahri hamzah 
 #TrisaktiTurunLagi #MahasiswaBergerak",positif
__winda,"""delik"" itu perannya penting bgt buat tau maksud2 kenapa RKUHP tercipta. Bukan sesimpel ""eh gue kalo ena ena nanti digrebek polisi gitu?!""
Mainnya ga gitu, zheyeng. Ada triggernya kalo kata anak teknik mah. Disini namanya delik. Begitu https://t.co/i6Jz387TgD",positif
__teruterubozu,"""Daripada kita kecil hati dan dibilang nggak tau apa-apa, lebih baik kita pelajari lagi yuk."" #YasonnaLaoly #DianSastro https://t.co/nkLHgKhRAY",positif
__rozkwit,"""coba kalian fikirkan, permasalahan apa saja yang saat ini banyak bermunculan?"" kata senior kami, ""banyak, salah satunya pelemahan KPK dan RKUHP"" jawab kami
""Coba kita analisis bersama, persoalan yang runtut dan berkesinambungan bahkan berturut-turut bermunculan"" senior kami",positif
__pasifagresif,"""berarti ibu belom paham sama RKUHP, baca2 lagi ya"" - kata orang yang sebenernya juga gatau persis isinya apa tpi mau keliatan keren.",positif
__MRaZ,"""Bener loh, udah baca seluruh draft RKUHP dan pasal2 penjelasnya belum? Ikutan demo (onlen/langsung) itu waktu pemilihan legislatif golput ngga? Apa berdasarkan tebelnya amplop? Gantengnya calon? Cap cip cup? Udah bener2 diteliti soal latar belakang para calon legislatif belum?",positif
__margrandav__,"""Banyak cara yang lebih elok daripada demonstrasi. Uji Materi melalui lembaga MK misalnya"" Lah beberapa pasal yang ada di RKUHP itu sebelumnya udah diuji dan dibatalkan di MK pak. #TolakRKUHP",positif
__j1m1__,"""Apa tujuan datang ke sini?
Mau minta keadilan.

Keadilan bagaimana?
Ya itu, tolak RKUHP.

Terus apa lagi?
Masak, istri sendiri diperkosa nggak boleh, di mana adilnya.""

😑😑😑😑😑😑

Alasan Pelajar Demo Tolak RKUHP: Masa Istri Sendiri Diperkosa Tak Boleh? https://t.co/97ZaXjDXGq",positif
__fuckinwitch,"""agama telah gagal menakuti manusia dengan azab dan neraka""

""negara ini butuh kejutan""

taraaa! muncul lah RKUHP https://t.co/8Ly0eN9E0F",positif
__fino,"""Agama itu yang membantu kita bernegara""
""Harusnya ada kontrol DPR kepada pemerintah. Apa DPR udah selingkuh dengan kekuasaan? Atau malah ada perselingkuhan antara DPR, kekuasaan dan pers?""
""Rkuhp disahkan dengan tidak memuat pasal penghinaan presiden"" https://t.co/EIofh3BQ8p",positif
__d2t,"""@DenisKreator: Emang Aneh BanSerep ini 👉
Berbeda dengan Mahasiswa, Banser Demo Dukung Pengesahan RKUHP
@
Yang melawan rakyat akan tergilas.",positif
__azza,"""...pembahasan RKUHP sudah lama... tidak tepat kalau dikatakan tergesa-gesa...""

Kalo udah lama dibahas harusnya tau pro-kontra masyarakat gmn &amp; ada perubahan shg mengurangi kontra tanpa melepas kepentingan kolektif. Laini kok ya banyakan KONTRA jd sebenernya yg dibahas itu APA?",positif
__atoo,""" Pengesahan RKUHP tidak dilakukan oleh DPR periode ini "" https://t.co/rwVrzNxnqt",positif
ziko_fauzi,"Zuzur ni aku tida paham tentang negara apalagi tentang RKUHP, tapi ya Allah isi sosmed semua tentang demo. Yg td nya g mau ikut campur karna ga tau apa2 jd gmn ya kasian juga mahasiswa, aparat yg beberapa ada terluka. But semoga kelen baik2 aja ya🙏🏻❤️",negatif
zibonenk,Yuk warga twitter kuuu!!! Tandatanganiii ini ! Nasib indonesia ditangan kita :) https://t.co/yJMsxj9N0E,negatif
zhristd,Yuk tanda tangan! #TolakRKUHP #TolakRevisiUUKPK https://t.co/0n0G2pyMaV,negatif
zhrardhistya,yuk semua tanda tangani petisinya #TolakRUUKUHP https://t.co/DhyepJPO8E,negatif
zhr_rara,"Yuk kita ketahui mengapa #RKUHP itu sangat bermasalah dan kenapa kita harus menolak pengesahan #RKUHPNgawur 👊🏼

Mari kita sebarkan informasi ny ke teman-teman, kerabat, etc, dan sama-sama kita bergerak untuk #TolakRKUHP #SahkanRUUPKS 💪🏼 https://t.co/L8ggX5GolQ",negatif
ZhestBoy,Yuk ikutan setujui petisi ini ya https://t.co/M9VY1fkatN,negatif
Zheryl_Zh,"Yuk guys bantu ttd petisi ini —Presiden @Jokowi, Jangan Setujui RKUHP di Sidang Paripurna @DPR_RI. #SemuaBisaKena - Tandatangani Petisi! https://t.co/Uj237qtUGS via @ChangeOrg_ID",negatif
ZhaselaNR,"yuk bangun, bikin rkuhp nya jangan sambil tidur pak bu. jadi aja di demo🤭 @DPR_RI",negatif
Zhadainaa,"Yth. Anggota Dewan

Saya Raissa, saya meminta Anda sekalian untuk menolak pengesahan RKUHP karena mengancam hak saya sebagai masyarakat sipil. Jika tidak, saya pastikan tidak memilih partai Anda saat Pilkada &amp; Pemilu.

#TolakRKUHP 
#ReformasiDikorupsi https://t.co/Pcd9yrR7W3",negatif
zhaaazhaa,"YTH, anggota dewan perwakilan** rakyat,

Nama saya Anya, saya meminta Anda utk menolak pengesahan RKUHP krn hal tsb mengancam hak saya (dan khususnya kelompok-kelompok rentan) sbg masyarakat sipil.

**sbnrnya, apa lembaga ini, apalagi komisi 3, masih pantas disebut demikian https://t.co/oLthWwRkbb",negatif
zevaniamikha,"Yth bapak @jokowi tolong, kali ini tolong keluarkan perppu untuk membatalkan RUU KPK dan RKUHP tersebut. Tolong ambil tindakan, kami lelah melihat seperti ini. Kami lelah dgn kerusuhan dimana mana, kami lelah melihat banyaknya korban berjatuhan",negatif
zentsatya,"Yok yang masih mau berjuang tapi ndak bisa turun ke jalan bisa bantu tanda tangani petisi ini, luangkan 3 menit saja kok! https://t.co/cgmQTIvUP4 lewat @ChangeOrg_ID",negatif
zenicman,"Yo wis..😄😄

Mahasiswa: Tuntutan Kami Jelas, Batalkan RKUHP dan UU KPK, Enggak Ada Lengserkan Jokowi - https://t.co/vfxYgwCyRC https://t.co/TXZXdHIz1c",negatif
ZelineZakeisha3,"YLBHI Sebut RKUHP Jangan Hanya Ditunda, tapi Juga Dibahas Ulang https://t.co/vPKiV4vceU https://t.co/24F51v5Rr9",negatif
Zefanyaalb,"Yg susun KUHP apa RKUHP nih? Yg jelas dong ah...
Bos, RKUHP bakal diberlakukan untuk semua orang, bukan cuma pada para guru besar itu, maka semua orang berhak berpendapat. https://t.co/bbnJiJTRuO",negatif
zee_chu,Yg revisi RKUHP ada masalah apasih dalam hidup mereka?,negatif
zeazeejiggy,"Yg punya ayam, bebek, angsa, lintah,  king cobra...dan hewan peliharaan lain nya lah. Buruan jual, entar lo masuk penjara gara2 hewan peliharaan lo masuk kebon tetangga. 

#RKUHP",negatif
zazane13,"yg ngotot ngajuin revisi kan kau sendiri (dpr) gblk.

https://t.co/CSoca2st8F",negatif
zazajkt86,yg ngerancang rkuhp punya masalah hidup apa sih?,negatif
Zaydenaaronfri1,"Yg ngajuin RKUHP pemerintah trus yg minta ditunda dia2 jg.
 Ahh dasar 25 jigo.

#TurunkanJokowi https://t.co/A7ZnoWlCGE",negatif
ZaviraRizqi,"Yg ngaco bukan RKUHP aja sih tp emg prodak RUU di DPR skarang ini jeleee smua

Kyk RUU pertanahan ada pasal yg bikin tanah (e.g HGB) klo udh abis cuma bisa diperpanjang 1x, di UU agraria udh bener bisa diperpanjang berkali2 artinya di RUU baru tanah lo emg udh niat bisa di rampas",negatif
zaul_zaki,"yg merasa hasil dari RKUHP nya tidak menyenangkan yuk bantu saya tandatangani petisi ini agar tidak terjadi;

Presiden @Jokowi, Jangan Setujui RKUHP di Sidang Paripurna @DPR_RI. #SemuaBisaKena - Sign the Petition! https://t.co/eIBTZD5cQ1 via @ChangeOrg_ID",negatif
zato_36,"Yg merangcang RKUHP si DPR, yg disuruh mundur Jokowi.
""Dewan Perwakilan RAKYAT"", lha piye toh ?",negatif
zaryasophia,"Yg menolak RUUKPK dan RKUHP saling menguatkan demi keadilan dan kesejahteraan rkyat indonesia.
Ayo salfol
@eL_Barzhanzy 
...........................",negatif
zarksight,"Yg mengajukan UU RKUHP ada lah pemerintah di kepemimpinan @jokowi dan @DPR_RI cuma ketok palu untuk pengesahan nya..
Lah sekarang minta di tunda.
GOBLOK di pelihara
#TurunkanJokowi",negatif
zarghia,Yg menakutkan dr rkuhp ttg pasal perzinahan adalah sweeping dr ormas2 tertentu dgn beralasan hukum negara.,negatif
zal_4d3k,"Yg di tolak RKUHP bang, kok yg di bahas RUU KPK. Pernah jadi aktifis bng ? https://t.co/u9CwA9Yn5A",negatif
zakyfarism,"Yg di demo mahasiswa itu tolak RKUHP dan Mahasiswa tidak demo untuk #TurunkanJokowi. Kalo ada yg demo untuk #TurunkanJokowi, FIX ITU PROVOKATOR DARI KAMPRET YG SAKIT HATI 5 TAHUN KEDEPAN YG MEMANFAATKAN KEADAAN DAN MENCARI KESEMPATAN DALAM KESEMPITAN!
#SayaBersamaJokowi https://t.co/AKQ8hiwjLe",negatif
zainibnulkhalis,"Yg bayarin kuliah memang orang tua. Makanya #GejayanBergerak adalah usaha anak2 yg tak mau para orang tuanya terjerat pasal2 ngawur dlm RKUHP. Karena #SemuaBisaKena 

Taik luu https://t.co/kyakCGKTY3",negatif
yusriza,Yang ngajuin RKUHP pemerintah tp yg minta d tunda pengesahan pemerintah. Bingung aku tu sama negaraku tercinta ini :') #hidupmahasiswa #DemoMahasiswa #indonesiasedangtidakbaikbaiksaja https://t.co/NtdrWFHbwU,negatif
YuniAriane,"Yang ditunda RKUHP,
bukan ORDE BARU.

Sekadar mengingatkan 🙏",negatif
Yuni_renhoat,"Yang ditolak itu RKUHP, bukan pemilu. Inget eaaaa !!!",negatif
Yuki140288,Yang bikin ini RKUHP sekolah gak sih ? #TolakRUUKUHP #saveRUUKUHP https://t.co/TVZEzOCske,negatif
yuhanariza,"Yang bikin #TurunkanJokowi gue yakin  bukan mahasiswa dan cuma oknum gak jelas, dan yang bikin #SayaBersamaJokowi anda terlalu fanatik. 
Tuntutan mahasiswa jelas, selamatkan KPK, tolak RKUHP dan RUU lainnya. Cukup.",negatif
yudijunadi,"Yang bacot ""Makan tuh 2 periode"", tolong ya. Ini masih legislatif lama. Yg baru dilantiknya 1 Oktober nanti. Jadi besar kemungkinan yg ngajuin RKUHP ini org"" yg gak kepilih makanya kalang-kabut pengen cepet disahkan. Makanya kita harus cegah. #TolakRKUHP #HapusPasalNgawur",negatif
yudhanoob,"Yahhhh kocagggg, lu baca lagi yg bener, ada yg aneh gak RKUHP? Kalo menurut lu enggak, ada ada yg salah dengan kepala lu!!! https://t.co/rHl65ipxt8",negatif
yu_ka_ri90,"Yaahhh mereka sendiri yang teriak penolakan..
mereka sendiri juga yang tolak penundaan untuk segera disahkan.. Aneh!

Hadeuh 🤭
#GejayanMemanggil 
#KosongkanKelas
#SaatnyaPeoplePower 

https://t.co/bQZCUaiZiW",negatif
Yozi_ah,Ya Tuhan dengan semua kerendahan hati. Tolong selamatkan negara ini dari org2 yg tidak bertanggung jawab. Dari aku seorang wanita karier yg sudah rendah dan di rendahkan lagi oleh RKUHP #HidupMahasiswa #TolakRUUKUHP #TrisaktiTurunLagi,negatif
yourlullaby12,"Ya kalau kerjaan nya bener, pasti rakyat nya nggak protes bapak/ibu yang terhormat! 
Kami belajar bahasa Indonesia kok, kami bisa baca apa isi RKUHP nya.
Cobalah kami hanya ingin hidup nyaman,aman,dan tentram di negara kami tapi peraturannya tidak memihak kepada kami!!!",negatif
yourfuturee22,"Ya itu baru sefruit dari apa yg ada di otak gw sih, masih ada banyak yg mau gw kluarin, tapi tentu tdk bisa. Intinya #RKUHP ini ngaco mnrt gw. DPR tu kerja atau bobo sih? Aku #TolakRUUKUHP",negatif
yourbabygrizz,Ya ampuuun ngatain org yg bikin petisi tolak rkuhp tapi blm baca rkuhp tuh gimanaaaa sikkkkkk hahahahahahahha,negatif
yolandAyupr,"When Indonesia mensahkan RKUHP be like
#TolakRKUHP https://t.co/alKuOJD49Y",negatif
YogiErness,"Wartawan: ""kami tanya kpd anak2 pelajar ternyata tdk tau alasan demo dan hanya ikut2an saja""

Mon maap nih, pernah nanya ke pak isilop yg hadang demonstran ga, SBNRNYA APA ISI DARI RKUHP YG BANYAK POINNYA DITOLAK OLEH MAHASISWA DAN DEMONSTRAN SHG MAKSA MASUK DPR?

#STMmelawan",negatif
